ID,Region,Market,Sorghum_Yellow,Sorghum_White,Sorghum_Red,Sorghum,Rice_Imported,Month,Year,Longitude,Latitude
7338,SOMALIE,Dolo,-,-,13.79,-,20,May,2018,42.059257,4.179211
7339,SOMALIE,Moyale,-,-,12,-,25,May,2018,39.056,3.527
7340,SOMALIE,Somali Average,-,10.23,12.65,13,23.17,May,2018,NA,NA
7341,BENISHANGUL - GUMUZ              ,Mambook,-,7,7,-,22,May,2018,NA,NA
7342,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,22,May,2018,NA,NA
7343,BENISHANGUL - GUMUZ              ,Asossa,-,7,6.5,-,25,May,2018,34.53730603,10.05784932
7344,BENISHANGUL - GUMUZ              ,Bambasi,-,5.82,5.33,-,28,May,2018,34.73046863,9.751504664
7345,BENISHANGUL - GUMUZ              ,Kemashi,-,7.07,6.29,-,24.49,May,2018,35.85916991,9.515450626
7346,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,8.96,9.1,-,25,May,2018,35.77048443,9.640776618
7347,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,7.1,6.74,-,24.33,May,2018,NA,NA
7348,SNNP,Welikite,-,10.41,9.3,-,28,May,2018,37.77266735,8.27732366
7349,SNNP,Butajira,14.43,-,7.17,-,24.49,May,2018,38.42140499,8.173264069
7350,SNNP,Hosahna,-,-,8,-,25,May,2018,37.84747123,7.538579317
7351,SNNP,Shone,-,-,-,-,24,May,2018,37.94869425,7.134857075
7352,SNNP,Doyugena,-,-,9,13.86,23.49,May,2018,37.78333,7.33333
7353,SNNP,Alaba,-,-,5.5,-,23,May,2018,38.086143,7.311546
7354,SNNP,Awasa,-,14,14,-,26,May,2018,38.474819,7.058624
7355,SNNP,Hagere-Selam   ,-,-,-,-,24,May,2018,38.51921184,6.513880636
7356,SNNP,Dilla,-,-,-,-,22.49,May,2018,38.30745962,6.410516676
7357,SNNP,Yirega-chefie ,-,-,10,-,24,May,2018,38.1988827,6.16095383
7358,SNNP,Welayita sodo,-,-,9,-,27.5,May,2018,37.749997,6.8999964
7359,SNNP,Bodite,-,-,-,-,23.45,May,2018,37.89064905,7.038034865
7360,SNNP,Jinka,-,9.61,10.16,-,25,May,2018,36.56441614,5.78310286
7361,SNNP,Dimeka,-,-,6.1,-,20,May,2018,36.45041198,4.892522922
7362,SNNP,Masha,10,-,-,-,26,May,2018,35.47956686,7.741652627
7363,SNNP,Tepi,-,8,7,10,25.5,May,2018,35.36770327,7.320015599
7364,SNNP,Boniga,-,12,7.53,-,28,May,2018,36.24008346,7.388535704
7365,SNNP,Chana,-,7,7,-,26,May,2018,36.11775846,6.226550231
7366,SNNP,Arbam-minch,14.49,10,9.49,-,-,May,2018,37.5527474,6.024547891
7367,SNNP,Sawla,15.82,-,-,-,26.5,May,2018,36.87437474,6.300226567
7368,SNNP,Shewa-Bench,-,10,10,-,24,May,2018,35.166666,6.916663
7369,SNNP,Mizan-Teferi ,-,8,8,-,25.5,May,2018,35.41120174,6.883477024
7370,SNNP,Deri,-,-,6.96,-,24.49,May,2018,36.28577951,7.384839762
7371,SNNP,Amaro-Kele ,-,10.13,9.52,-,24,May,2018,38.03333333,6.083333333
7372,SNNP,Soyama,-,10.78,9.94,-,25,May,2018,37.88333333,5.7
7373,SNNP,Karate,-,10.31,7.64,-,25,May,2018,37.48333333,5.25
7374,SNNP,Gidola,-,8.98,7.45,-,24.49,May,2018,37.34772952,5.647078098
7375,SNNP,Tercha,-,8,7.57,-,24,May,2018,37.175334,7.146295
7376,SNNP,Besite-chere,-,-,12.05,-,25,May,2018,NA,NA
7377,SNNP,Lasoka,-,-,8.33,-,24.98,May,2018,36.60777815,6.30774507
7378,SNNP,Amaya,-,9.18,6.74,-,25,May,2018,36.68000727,7.105541206
7379,SNNP,SNNPR AVERAGE,13.49,9.62,8.35,11.77,24.74,May,2018,NA,NA
7380,GAMBELLA,Gambella,-,-,-,-,24.49,May,2018,34.58547076,8.249396585
7381,GAMBELLA,Shebo-Kire,-,-,-,-,23.49,May,2018,NA,NA
7382,GAMBELLA,Meti,-,14,10,-,22,May,2018,35.31666667,7.233333333
7383,GAMBELLA,GAMBELLA-AVERAGE,-,14,10,-,23.95,May,2018,NA,NA
7384,GAMBELLA,HARARI TOWN,10.49,13.42,10.95,11,23.21,May,2018,42.11815,9.31387
7385,DIREDAWA,Dire Dawa Average,13,14.75,12.13,-,23.83,May,2018,NA,NA
7386,DIREDAWA,Country level Average,12.64,11.17,9.45,12.37,24.48,May,2018,NA,NA
7387,ADDIS   ABABA ,Merkato,-,-,-,-,25.5,May,2018,38.73666372,9.0249999
7388,ADDIS   ABABA ,Kera,16.49,15,13,-,23.49,May,2018,38.75189,8.98395
7389,ADDIS   ABABA ,Zenebe work,16,15,12.49,-,25.5,May,2018,38.7078,8.98711
7390,ADDIS   ABABA ,Gergi,15.49,18,12.96,-,24.98,May,2018,38.80949,8.99538
7391,ADDIS   ABABA ,Saris,15,16,10,-,24,May,2018,38.76341,8.95198
7392,ADDIS   ABABA ,Kotebe,17.49,18,14,-,25,May,2018,38.83985,9.03713
7393,ADDIS   ABABA ,Ferensay Legasion,14.49,-,12,-,23.49,May,2018,38.77373,9.05919
7394,ADDIS   ABABA ,Shola (yeka),15,13.49,12.49,-,23.49,May,2018,38.79539,9.02504
7395,ADDIS   ABABA ,Asko,15.49,16,12.96,-,25,May,2018,38.692267,9.065301
7396,ADDIS   ABABA ,Addisu-Gebeya,14,14,-,-,24.49,May,2018,38.73727,9.05959
7397,ADDIS   ABABA ,Efoyita Gebeya,15,15,10.95,-,24.49,May,2018,NA,NA
7398,ADDIS   ABABA ,Akaki,14.28,16.49,10,-,24,May,2018,38.789162,8.895831
7399,ADDIS   ABABA ,Addis Ababa Average,15.31,15.63,12.01,-,24.44,May,2018,NA,NA
7400,TIGRAY,"Enda Silase	",7.53,13.93,-,-,28.98,June,2018,38.27211005,14.08944251
7401,TIGRAY,Endabaguna,7.5,8.57,-,-,28,June,2018,38.19317204,13.97860867
7402,TIGRAY,"	Adwa",8,8.25,8.45,-,28,June,2018,38.88818805,14.14845458
7403,TIGRAY,"	Axum",11.57,13.59,10.83,-,18.97,June,2018,38.71879888,14.11130791
7404,TIGRAY,"	Adigrat",-,-,-,-,28,June,2018,39.46033457,14.26667752
7405,TIGRAY,"	Wukiro",11.27,-,-,-,28.98,June,2018,39.599747,13.796083
7406,TIGRAY, Maichew,9.87,11.91,-,-,27.5,June,2018,39.541533,12.78792086
7407,TIGRAY,"	Mekelle",10.49,9.49,-,-,30,June,2018,39.47221911,13.48719005
7408,TIGRAY,"	Tigray Average	",9.32,10.71,9.57,-,27.07,June,2018,NA,NA
7409,AFAR,Ayisaeta,15.49,-,15,-,20,June,2018,41.43333,11.56667
7410,AFAR, Dubti ,16,16,15,-,22,June,2018,41.082,11.73292
7411,AFAR, Melka Werers,-,13.49,9.49,-,24.49,June,2018,40.18154914,9.340880502
7412,AFAR, AwashSabat Killo ,12,14,11,-,23.49,June,2018,8.983333333,40.16666667
7413,AFAR,Afar Average,14.38,14.46,12.38,-,22.43,June,2018,NA,NA
7414,AMHARA,Chuahit ,10,9,10,-,28,June,2018,39.311961,10.643157
7415,AMHARA,Gondar ,12.49,10,8.75,-,30,June,2018,37.46149667,12.59878688
7416,AMHARA,Esete,-,-,-,-,26.98,June,2018,37.88657423,10.92298692
7417,AMHARA,Debre-Tabor    ,-,-,8.83,-,26.5,June,2018,38.00833967,11.84769551
7418,AMHARA,Kobo,8.64,10.79,8.29,-,26.98,June,2018,39.63127424,12.16406542
7419,AMHARA,Weldiya     ,9.91,12.15,-,-,25.5,June,2018,39.6014117,11.82360232
7420,AMHARA,Kombolcha,11.65,13.33,-,-,26,June,2018,39.73724188,11.07807805
7421,AMHARA,Dessie,11.5,12.92,8.75,-,30,June,2018,39.63548793,11.11703902
7422,AMHARA,Shewa- Robit  ,9.57,-,9.48,-,26.5,June,2018,39.90269733,10.00580856
7423,AMHARA,Debre-Birhan,13,-,8,-,26,June,2018,39.52890047,9.67650294
7424,AMHARA,Mota ,13.11,8.06,9.68,-,24,June,2018,37.8807432,11.07475582
7425,AMHARA,Debre- markos,-,-,-,-,24,June,2018,37.72636868,10.33641293
7426,AMHARA,Dembecha,-,-,-,-,25.5,June,2018,37.48251554,10.56669266
7427,AMHARA,Bahir-Dar,-,-,-,-,26.98,June,2018,37.3815488,11.58416449
7428,AMHARA,Sekota,11.71,12.12,9.22,-,25,June,2018,39.03355257,12.62479803
7429,AMHARA,Amde work,-,11.71,9.61,-,26,June,2018,38.85815043,12.45920199
7430,AMHARA,Danigla,-,10.06,-,-,27.5,June,2018,36.83153176,11.25223153
7431,AMHARA,Chagni ,-,8,-,-,24,June,2018,36.50793596,10.95196565
7432,AMHARA,Kemise ,10.99,8.73,-,-,26,June,2018,39.85696873,10.71374234
7433,AMHARA,Bati ,11.2,12.85,-,-,25,June,2018,40.0181327,11.19153266
7434,AMHARA,Amhara Average,11.06,10.59,9.04,-,26.27,June,2018,NA,NA
7435,OROMIYA,Ghimbi,-,8.8,-,-,28,June,2018,35.83291974,9.163103789
7436,OROMIYA,Dembi-Dolo,-,7,7,-,27.5,June,2018,34.79748694,8.530219501
7437,OROMIYA,Shambu,-,-,-,-,27.5,June,2018,37.09431432,9.569809208
7438,OROMIYA,Nekemte,-,8,7.4,-,25,June,2018,36.54851971,9.09042469
7439,OROMIYA,Bedele,-,6,6,-,23,June,2018,36.36017384,8.454821965
7440,OROMIYA,Metu,-,8,6.75,-,25.5,June,2018,35.58726864,8.300606827
7441,OROMIYA,Jimma,-,14,15.49,-,25.5,June,2018,36.84385226,7.672338798
7442,OROMIYA,Agaro,-,7.65,7.65,-,25,June,2018,36.58627683,7.848002731
7443,OROMIYA,Ambo,-,15.44,12.12,-,18,June,2018,37.8446066,8.976806527
7444,OROMIYA,Weliso,-,10.74,10.25,-,18.97,June,2018,37.97073066,8.534178897
7445,OROMIYA,Ejere,10.48,10.76,10.76,-,20,June,2018,39.262249,8.78288
7446,OROMIYA,Fiche,12.73,12.87,10.08,14.34,20,June,2018,38.73344116,9.791083661
7447,OROMIYA,Adama ,11.75,11.49,10,-,23.49,June,2018,39.27,8.55
7448,OROMIYA,Shashe-mene ,-,13,12,-,22,June,2018,38.6,7.2
7449,OROMIYA,Diksise,-,13.89,-,-,25,June,2018,39.55824,8.059179
7450,OROMIYA,Asella,14,14,-,-,25,June,2018,39.12972322,7.949589951
7451,OROMIYA,Asebe-Teferi,-,13,10,-,23,June,2018,40.86708,9.08569
7452,OROMIYA,Bedessa,-,12.75,10.75,-,23,June,2018,40.77378712,8.902011546
7453,OROMIYA,Haromaya,14,14,10,-,22,June,2018,NA,NA
7454,OROMIYA,Boreda,13.49,13,13.49,-,22,June,2018,41.278686,9.331067
7455,OROMIYA,Adaba,-,-,-,-,26.5,June,2018,39.3890878,7.004454253
7456,OROMIYA,Robe,-,-,-,-,27.5,June,2018,39.631104,7.860619
7457,OROMIYA,Hagere-Mariam,-,-,-,-,25,June,2018,38.23603,5.63418
7458,OROMIYA,Negele-Borena,-,9.49,11,-,25.5,June,2018,39.583331,5.333332
7459,OROMIYA,Oromiya Average,12.67,10.82,9.74,14.34,23.75,June,2018,NA,NA
7460,SOMALIE,Shinile,-,-,-,-,22,June,2018,41.844013,9.686515
7461,SOMALIE,Erere ,-,-,-,15,25.5,June,2018,NA,NA
7462,SOMALIE,Jigjiga,-,13.01,11.67,-,25,June,2018,42.792342,9.367259
7463,SOMALIE,Kebribeya,-,-,-,-,-,June,2018,NA,NA
7464,SOMALIE,Dolo,-,-,13.79,-,25,June,2018,42.059257,4.179211
7465,SOMALIE,Moyale,-,15,10,-,25.98,June,2018,39.056,3.527
7466,SOMALIE,Somali Average,-,12.56,11.72,15,24.19,June,2018,NA,NA
7467,BENISHANGUL - GUMUZ              ,Mambook,7,7.45,7.5,-,26.5,June,2018,NA,NA
7468,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,22,June,2018,NA,NA
7469,BENISHANGUL - GUMUZ              ,Asossa,-,7,6.5,-,28,June,2018,34.53730603,10.05784932
7470,BENISHANGUL - GUMUZ              ,Bambasi,-,6.46,6.74,-,30,June,2018,34.73046863,9.751504664
7471,BENISHANGUL - GUMUZ              ,Kemashi,-,7.03,6.3,-,25.5,June,2018,35.85916991,9.515450626
7472,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,7.24,7.21,-,-,June,2018,35.77048443,9.640776618
7473,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,7,7.03,6.84,-,26.26,June,2018,NA,NA
7474,SNNP,Welikite,-,11.38,9.92,-,26.5,June,2018,37.77266735,8.27732366
7475,SNNP,Butajira,17.03,-,7.19,-,25,June,2018,38.42140499,8.173264069
7476,SNNP,Hosahna,-,-,10,-,25,June,2018,37.84747123,7.538579317
7477,SNNP,Shone,-,-,-,-,19,June,2018,37.94869425,7.134857075
7478,SNNP,Doyugena,-,-,9.73,13.68,24.49,June,2018,37.78333,7.33333
7479,SNNP,Alaba,-,-,5,-,25,June,2018,38.086143,7.311546
7480,SNNP,Awasa,-,14.49,14.49,-,24,June,2018,38.474819,7.058624
7481,SNNP,Hagere-Selam   ,-,-,-,-,24,June,2018,38.51921184,6.513880636
7482,SNNP,Dilla,-,-,-,-,23,June,2018,38.30745962,6.410516676
7483,SNNP,Yirega-chefie ,-,-,10,-,20,June,2018,38.1988827,6.16095383
7484,SNNP,Welayita sodo,-,-,10,-,23.49,June,2018,37.749997,6.8999964
7485,SNNP,Bodite,-,-,-,-,22,June,2018,37.89064905,7.038034865
7486,SNNP,Jinka,-,10,10.09,-,25,June,2018,36.56441614,5.78310286
7487,SNNP,Dimeka,-,6.77,6.59,-,25,June,2018,36.45041198,4.892522922
7488,SNNP,Masha,-,10,-,-,26,June,2018,35.47956686,7.741652627
7489,SNNP,Tepi,-,10,8,12,28,June,2018,35.36770327,7.320015599
7490,SNNP,Boniga,-,10,9,-,27.5,June,2018,36.24008346,7.388535704
7491,SNNP,Chana,-,8,8,-,26,June,2018,36.11775846,6.226550231
7492,SNNP,Arbam-minch,15,12.49,10,-,23.49,June,2018,37.5527474,6.024547891
7493,SNNP,Sawla,-,-,-,-,25,June,2018,36.87437474,6.300226567
7494,SNNP,Shewa-Bench,-,10,10,-,24,June,2018,35.166666,6.916663
7495,SNNP,Mizan-Teferi ,-,8,8,-,26.5,June,2018,35.41120174,6.883477024
7496,SNNP,Deri,-,-,7.27,-,26,June,2018,36.28577951,7.384839762
7497,SNNP,Amaro-Kele ,-,-,10.01,-,24,June,2018,38.03333333,6.083333333
7498,SNNP,Soyama,-,11.42,8.99,-,28,June,2018,37.88333333,5.7
7499,SNNP,Karate,-,11.41,7.64,-,28,June,2018,37.48333333,5.25
7500,SNNP,Gidola,-,7.72,6.56,-,24.98,June,2018,37.34772952,5.647078098
7501,SNNP,Tercha,-,7.93,7.63,-,25,June,2018,37.175334,7.146295
7502,SNNP,Besite-chere,-,-,12.34,-,20,June,2018,NA,NA
7503,SNNP,Lasoka,-,-,5.92,-,24,June,2018,36.60777815,6.30774507
7504,SNNP,Amaya,-,8.67,6.7,-,24.98,June,2018,36.68000727,7.105541206
7505,SNNP,SNNPR AVERAGE,15.98,9.7,8.53,12.81,24.51,June,2018,NA,NA
7506,GAMBELLA,Gambella,-,-,11.49,-,26.46,June,2018,34.58547076,8.249396585
7507,GAMBELLA,Shebo-Kire,-,-,7.01,-,26.5,June,2018,NA,NA
7508,GAMBELLA,Meti,-,14,8,-,27,June,2018,35.31666667,7.233333333
7509,GAMBELLA,GAMBELLA-AVERAGE,-,14,8.64,-,26.65,June,2018,NA,NA
7510,GAMBELLA,HARARI TOWN,10.49,14.19,10.98,12,23.47,June,2018,42.11815,9.31387
7511,DIREDAWA,Dire Dawa Average,-,14.75,12.3,-,24,June,2018,NA,NA
7512,DIREDAWA,Country level Average,12.33,11.08,9.59,13.35,24.89,June,2018,NA,NA
7513,ADDIS   ABABA ,Merkato,13.49,13.49,-,-,26,June,2018,38.73666372,9.0249999
7514,ADDIS   ABABA ,Kera,16.97,15.49,13.96,-,24.49,June,2018,38.75189,8.98395
7515,ADDIS   ABABA ,Zenebe work,15.49,-,14,-,26,June,2018,38.7078,8.98711
7516,ADDIS   ABABA ,Gergi,17.89,18,14,-,27,June,2018,38.80949,8.99538
7517,ADDIS   ABABA ,Saris,15,16,13,-,25.5,June,2018,38.76341,8.95198
7518,ADDIS   ABABA ,Kotebe,18,-,12.49,-,24.49,June,2018,38.83985,9.03713
7519,ADDIS   ABABA ,Ferensay Legasion,15,-,13.49,-,25.5,June,2018,38.77373,9.05919
7520,ADDIS   ABABA ,Shola (yeka),14.49,13.49,11.49,-,-,June,2018,38.79539,9.02504
7521,ADDIS   ABABA ,Asko,15.49,16,11.49,-,26,June,2018,38.692267,9.065301
7522,ADDIS   ABABA ,Addisu-Gebeya,15,14,-,-,23.98,June,2018,38.73727,9.05959
7523,ADDIS   ABABA ,Efoyita Gebeya,16.49,16,10,-,24.49,June,2018,NA,NA
7524,ADDIS   ABABA ,Akaki,14.97,15.97,11.49,-,-,June,2018,38.789162,8.895831
7525,ADDIS   ABABA ,Addis Ababa Average,15.64,15.32,12.47,-,25.33,June,2018,NA,NA
7526,TIGRAY,"Enda Silase	",11.56,13.65,-,-,26.5,July ,2018,38.27211005,14.08944251
7527,TIGRAY,Endabaguna,-,-,6.26,-,28,July ,2018,38.19317204,13.97860867
7528,TIGRAY,"	Adwa",8.45,8.25,8.45,-,28,July ,2018,38.88818805,14.14845458
7529,TIGRAY,"	Axum",10.19,13.5,-,-,25.5,July ,2018,38.71879888,14.11130791
7530,TIGRAY,"	Adigrat",-,-,-,-,27.5,July,2018,39.46033457,14.26667752
7531,TIGRAY,"	Wukiro",-,11.19,-,-,28.98,July,2018,39.599747,13.796083
7532,TIGRAY, Maichew,11.04,13.18,-,-,27.5,July,2018,39.541533,12.78792086
7533,TIGRAY,"	Mekelle",11,12.49,-,-,30,July,2018,39.47221911,13.48719005
7534,TIGRAY,"	Tigray Average	",10.39,11.87,7.27,-,27.72,July,2018,NA,NA
7535,AFAR,Ayisaeta,15,15.49,15,-,20,July,2018,41.43333,11.56667
7536,AFAR, Dubti ,15.49,15.49,15,-,22,July,2018,41.082,11.73292
7537,AFAR, Melka Werers,-,12.49,8.49,-,25.5,July,2018,40.18154914,9.340880502
7538,AFAR, AwashSabat Killo ,12.25,14,10.75,-,24,July,2018,8.983333333,40.16666667
7539,AFAR,Afar Average,14.17,14.31,11.97,-,22.78,July,2018,NA,NA
7540,AMHARA,Chuahit ,11.5,9,11.5,-,28,July,2018,39.311961,10.643157
7541,AMHARA,Gondar ,12,10,9,-,28,July,2018,37.46149667,12.59878688
7542,AMHARA,Esete,-,-,-,-,27.5,July,2018,37.88657423,10.92298692
7543,AMHARA,Debre-Tabor    ,-,-,8.46,-,26.5,July,2018,38.00833967,11.84769551
7544,AMHARA,Kobo,9.71,11.71,8.26,-,28.98,July,2018,39.63127424,12.16406542
7545,AMHARA,Weldiya     ,9.37,12.25,-,-,28,July,2018,39.6014117,11.82360232
7546,AMHARA,Kombolcha,13.32,-,-,-,26,July,2018,39.73724188,11.07807805
7547,AMHARA,Dessie,10.62,10.35,8.02,-,24.49,July,2018,39.63548793,11.11703902
7548,AMHARA,Shewa- Robit  ,10.18,8.61,10.61,-,25,July,2018,39.90269733,10.00580856
7549,AMHARA,Debre-Birhan,13,13.5,8,-,26,July,2018,39.52890047,9.67650294
7550,AMHARA,Mota ,13.33,-,9.38,-,24,July,2018,37.8807432,11.07475582
7551,AMHARA,Debre- markos,-,-,-,-,25.5,July,2018,37.72636868,10.33641293
7552,AMHARA,Dembecha,-,-,-,-,25.5,July,2018,37.48251554,10.56669266
7553,AMHARA,Bahir-Dar,-,-,-,-,26.98,July,2018,37.3815488,11.58416449
7554,AMHARA,Sekota,11.19,12.91,10.51,-,28.98,July,2018,39.03355257,12.62479803
7555,AMHARA,Amde work,-,12.83,9.5,-,30,July,2018,38.85815043,12.45920199
7556,AMHARA,Danigla,-,10.06,-,-,25,July,2018,36.83153176,11.25223153
7557,AMHARA,Chagni ,-,9,-,-,26,July,2018,36.50793596,10.95196565
7558,AMHARA,Kemise ,8.73,-,-,-,26,July,2018,39.85696873,10.71374234
7559,AMHARA,Bati ,12.45,11.9,-,-,25,July,2018,40.0181327,11.19153266
7560,AMHARA,Amhara Average,11.18,10.89,9.26,-,26.52,July,2018,NA,NA
7561,OROMIYA,Ghimbi,-,8.8,-,-,28,July,2018,35.83291974,9.163103789
7562,OROMIYA,Dembi-Dolo,-,7,6,-,26,July,2018,34.79748694,8.530219501
7563,OROMIYA,Shambu,-,-,-,-,25,July,2018,37.09431432,9.569809208
7564,OROMIYA,Nekemte,-,8,8,-,28,July,2018,36.54851971,9.09042469
7565,OROMIYA,Bedele,-,6,6,-,27,July,2018,36.36017384,8.454821965
7566,OROMIYA,Metu,-,9.49,8,-,28,July,2018,35.58726864,8.300606827
7567,OROMIYA,Jimma,-,14,15,-,25,July,2018,36.84385226,7.672338798
7568,OROMIYA,Agaro,-,7.65,7.65,-,25,July,2018,36.58627683,7.848002731
7569,OROMIYA,Ambo,-,14.74,10.4,-,23.49,July,2018,37.8446066,8.976806527
7570,OROMIYA,Weliso,-,12.21,11.48,-,26,July,2018,37.97073066,8.534178897
7571,OROMIYA,Ejere,12.17,14.19,12.12,-,25.5,July,2018,39.262249,8.78288
7572,OROMIYA,Fiche,14.99,15.22,11.21,15.92,26,July,2018,38.73344116,9.791083661
7573,OROMIYA,Adama ,11.49,11.49,9.49,-,22.98,July,2018,39.27,8.55
7574,OROMIYA,Shashe-mene ,-,13,10,-,25,July,2018,38.6,7.2
7575,OROMIYA,Diksise,-,-,11.11,-,28,July,2018,39.55824,8.059179
7576,OROMIYA,Asella,-,14,-,-,25,July,2018,39.12972322,7.949589951
7577,OROMIYA,Asebe-Teferi,-,12.49,9.49,-,23.49,July,2018,40.86708,9.08569
7578,OROMIYA,Bedessa,-,12.49,10.49,-,22.49,July,2018,40.77378712,8.902011546
7579,OROMIYA,Haromaya,13.49,15,12.49,13.49,23,July,2018,NA,NA
7580,OROMIYA,Boreda,13,14,14,-,-,July,2018,41.278686,9.331067
7581,OROMIYA,Adaba,-,-,-,-,27.5,July,2018,39.3890878,7.004454253
7582,OROMIYA,Robe,-,-,-,-,27.5,July,2018,39.631104,7.860619
7583,OROMIYA,Hagere-Mariam,-,-,-,-,25,July,2018,38.23603,5.63418
7584,OROMIYA,Negele-Borena,-,8,9,-,24.49,July,2018,39.583331,5.333332
7585,OROMIYA,Oromiya Average,12.97,11.03,9.81,14.65,25.48,July,2018,NA,NA
7586,SOMALIE,Shinile,-,16,16,20,24.98,July,2018,41.844013,9.686515
7587,SOMALIE,Erere ,-,-,13.84,18,24.49,July,2018,NA,NA
7588,SOMALIE,Jigjiga,-,12.94,9.67,20.49,25,July,2018,42.792342,9.367259
7589,SOMALIE,Kebribeya,-,-,-,-,-,July,2018,NA,NA
7590,SOMALIE,Dolo,-,-,13.89,-,25,July,2018,42.059257,4.179211
7591,SOMALIE,Moyale,-,15,10,-,26.5,July,2018,39.056,3.527
7592,SOMALIE,Somali Average,-,12.96,12.44,17.6,25.15,July,2018,NA,NA
7593,BENISHANGUL - GUMUZ              ,Mambook,-,7.5,7.35,-,28,July,2018,NA,NA
7594,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,7,7,-,26,July,2018,NA,NA
7595,BENISHANGUL - GUMUZ              ,Asossa,-,7,7,-,26.5,July,2018,34.53730603,10.05784932
7596,BENISHANGUL - GUMUZ              ,Bambasi,-,7.09,6.9,-,30,July,2018,34.73046863,9.751504664
7597,BENISHANGUL - GUMUZ              ,Kemashi,-,7.08,6.42,-,28,July,2018,35.85916991,9.515450626
7598,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,8.14,8.17,-,-,July,2018,35.77048443,9.640776618
7599,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,7.29,7.12,-,27.67,July,2018,NA,NA
7600,SNNP,Welikite,-,11.53,9.95,-,26,July,2018,37.77266735,8.27732366
7601,SNNP,Butajira,18.36,-,6.93,-,25,July,2018,38.42140499,8.173264069
7602,SNNP,Hosahna,-,-,9,-,25,July,2018,37.84747123,7.538579317
7603,SNNP,Shone,-,-,-,-,24,July,2018,37.94869425,7.134857075
7604,SNNP,Doyugena,-,-,9.44,9.44,25,July,2018,37.78333,7.33333
7605,SNNP,Alaba,-,-,5.5,-,25,July,2018,38.086143,7.311546
7606,SNNP,Awasa,-,-,14.49,-,26,July,2018,38.474819,7.058624
7607,SNNP,Hagere-Selam   ,-,-,-,-,27.5,July,2018,38.51921184,6.513880636
7608,SNNP,Dilla,-,-,-,-,23.49,July,2018,38.30745962,6.410516676
7609,SNNP,Yirega-chefie ,-,-,10.95,-,21.45,July,2018,38.1988827,6.16095383
7610,SNNP,Welayita sodo,-,-,10.49,-,24.49,July,2018,37.749997,6.8999964
7611,SNNP,Bodite,-,-,-,-,26,July,2018,37.89064905,7.038034865
7612,SNNP,Jinka,10.09,9.74,10.63,-,25,July,2018,36.56441614,5.78310286
7613,SNNP,Dimeka,-,6.79,-,-,24,July,2018,36.45041198,4.892522922
7614,SNNP,Masha,10,10,-,-,27,July,2018,35.47956686,7.741652627
7615,SNNP,Tepi,-,9,8,11,28,July,2018,35.36770327,7.320015599
7616,SNNP,Boniga,-,12,10,-,27.5,July,2018,36.24008346,7.388535704
7617,SNNP,Chana,-,8,8,-,28,July,2018,36.11775846,6.226550231
7618,SNNP,Arbam-minch,15,12.49,10,-,25.5,July,2018,37.5527474,6.024547891
7619,SNNP,Sawla,-,-,-,-,25,July,2018,36.87437474,6.300226567
7620,SNNP,Shewa-Bench,-,10,10,-,24,July,2018,35.166666,6.916663
7621,SNNP,Mizan-Teferi ,-,8,8,-,30,July,2018,35.41120174,6.883477024
7622,SNNP,Deri,-,-,7.08,-,28,July,2018,36.28577951,7.384839762
7623,SNNP,Amaro-Kele ,-,-,11.91,-,24,July,2018,38.03333333,6.083333333
7624,SNNP,Soyama,-,10.72,9.26,-,26.98,July,2018,37.88333333,5.7
7625,SNNP,Karate,-,10.63,5.82,-,25,July,2018,37.48333333,5.25
7626,SNNP,Gidola,-,6.67,6.89,-,26.5,July,2018,37.34772952,5.647078098
7627,SNNP,Tercha,-,9.76,8.77,-,25.5,July,2018,37.175334,7.146295
7628,SNNP,Besite-chere,-,-,10,-,25,July,2018,NA,NA
7629,SNNP,Lasoka,-,-,10.42,-,24.49,July,2018,36.60777815,6.30774507
7630,SNNP,Amaya,-,7.1,6.68,-,26,July,2018,36.68000727,7.105541206
7631,SNNP,SNNPR AVERAGE,12.91,9.32,8.87,10.19,25.57,July,2018,NA,NA
7632,GAMBELLA,Gambella,-,-,12.49,-,30,July,2018,34.58547076,8.249396585
7633,GAMBELLA,Shebo-Kire,-,-,8.23,-,25.5,July,2018,NA,NA
7634,GAMBELLA,Meti,-,15,8,-,28,July,2018,35.31666667,7.233333333
7635,GAMBELLA,GAMBELLA-AVERAGE,-,15,9.37,-,27.77,July,2018,NA,NA
7636,GAMBELLA,HARARI TOWN,11.49,13.96,11.22,13,23.72,July,2018,42.11815,9.31387
7637,DIREDAWA,Dire Dawa Average,-,15,13.49,-,23.83,July,2018,NA,NA
7638,DIREDAWA,Country level Average,12.85,11.38,9.78,14.47,25.63,July,2018,NA,NA
7639,ADDIS   ABABA ,Merkato,13.49,13.96,-,-,24,July,2018,38.73666372,9.0249999
7640,ADDIS   ABABA ,Kera,16,15,12,-,25,July,2018,38.75189,8.98395
